Time [sec]	T [mK]	T_loc/T_c	T_mc/Tc
1208.0	0.6731851244423979	0.6645460261030581	0.64517528696146
1212.0	0.6730027711619186	0.6643660129930096	0.6451828656546182
1217.0	0.6713021158093397	0.6626871824376503	0.6451923397361888
1221.0	0.6728322161534379	0.6641976467457433	0.6451999195735028
1225.0	0.6723110903874385	0.6636832086746679	0.6452074999192762
1229.0	0.6695922841245192	0.6609992933114701	0.6452150807734757
1233.0	0.6719629945689576	0.6633395800285861	0.6452226621360682
1238.0	0.6707731520150446	0.6621650069250195	0.6452321395541853
1242.0	0.6716428072154486	0.6630235016934339	0.6452397220605401
1246.0	0.6721211151884745	0.6634956714595011	0.6452473050751794
1250.0	0.6714710530879984	0.6628539517156944	0.6452548885980701
1255.0	0.6700939434404063	0.6614945147486736	0.6452643687163614
1259.0	0.6731758979772167	0.6645369180426621	0.6452719533826958
1263.0	0.6724745734534281	0.6638445937348748	0.6452795385571736
1267.0	0.671131271236618	0.6625185303421698	0.6452871242397611
1272.0	0.6699351297834255	0.6613377391741615	0.6452966070574744
1276.0	0.6707702681922001	0.6621621601107602	0.6453041938831875
1280.0	0.6724913951986764	0.6638611996038267	0.6453117812169022
1284.0	0.6742356618574377	0.6655830817941143	0.6453193690585853
1288.0	0.6702854107386429	0.6616835249147512	0.6453269574082034
1293.0	0.6719499287426061	0.6633266818781897	0.6453364435594592
1297.0	0.6716185899435914	0.6629995952059146	0.6453440330518094
1301.0	0.6714611073127799	0.6628441335762881	0.6453516230519867
1305.0	0.6717998012447879	0.6631784809918934	0.6453592135599574
1310.0	0.6724803462377622	0.6638502924360931	0.6453687024089548
1314.0	0.6723157603635173	0.6636878187201553	0.6453762940593394
1318.0	0.6730088769872964	0.6643720404612996	0.6453838862174094
1322.0	0.6719600247797644	0.6633366483511989	0.6453914788831313
1326.0	0.6726550433315879	0.6640227476126238	0.6453990720564722
1331.0	0.6714679512369912	0.6628508896712648	0.6454085642369364
1335.0	0.6718088930704198	0.6631874561405922	0.6454161585522976
1339.0	0.6719783889798236	0.6633547768803788	0.6454237533751693
1343.0	0.6707848834550987	0.662176587813523	0.6454313487055185
1347.0	0.6707867409156734	0.6621784214369926	0.6454389445433115
1352.0	0.6706119956172643	0.6620059186744959	0.6454484400540953
1356.0	0.6724967708992153	0.6638665063170932	0.6454560370335155
1360.0	0.6704523829746449	0.6618483543678628	0.6454636345202716
1364.0	0.6723110903874385	0.6636832086746679	0.6454712325143301
1369.0	0.6719749732653781	0.6633514050003734	0.6454807307202467
1373.0	0.6726666118227058	0.6640341676433424	0.6454883298556139
1377.0	0.6716334350217039	0.6630142497746337	0.6454959294981756
1381.0	0.6714716932037845	0.6628545836167666	0.6455035296478981
1385.0	0.6714589409627933	0.6628419950274368	0.6455111303047483
1390.0	0.6709449656611923	0.6623346156576431	0.6455206318389087
1394.0	0.6699376000392476	0.6613401777287736	0.6455282336366746
1398.0	0.6694513649545115	0.6608601825809591	0.6455358359414597
1402.0	0.6718100788143602	0.6631886266676804	0.6455434387532311
1407.0	0.6723134752019178	0.6636855628844204	0.645552942980844
1411.0	0.6717998504661864	0.6631785295816254	0.6455605469332124
1415.0	0.6719657663609269	0.6633423162496811	0.645568151392459
1419.0	0.6712718435426268	0.6626572986600463	0.6455757563585501
1423.0	0.6717826573358252	0.6631615570936084	0.6455833618314527
1428.0	0.6689498823263875	0.6603651355640549	0.6455928693852336
1432.0	0.6692769194719403	0.6606879757867131	0.6456004759983401
1436.0	0.6699323691022983	0.6613350139213211	0.6456080831181497
1440.0	0.6717974295020213	0.663176139686102	0.6456156907446291
1444.0	0.6709498625211836	0.6623394496754035	0.645623298877745
1449.0	0.671286536128946	0.662671802693925	0.645632809756547
1453.0	0.6692769194719403	0.6606879757867131	0.6456404190294736
1457.0	0.6707927537886462	0.6621843571457515	0.6456480288089286
1461.0	0.6714418096212285	0.66282508353527	0.6456556390948784
1466.0	0.670105151997177	0.6615055794641432	0.6456651526645241
1470.0	0.6711326941053812	0.662519934951018	0.6456727640899661
1474.0	0.6706120444102908	0.6620059668413533	0.6456803760217952
1478.0	0.6704565236113922	0.6618524418671197	0.6456879884599779
1482.0	0.6706071162789158	0.6620011019535201	0.6456956014044807
1487.0	0.6702774857485565	0.6616757016274004	0.6457051182970714
1491.0	0.6702827365668327	0.6616808850610393	0.6457127323806732
1495.0	0.6706119956172643	0.6620059186744959	0.6457203469704871
1499.0	0.6690794697574347	0.6604930599777243	0.6457279620664796
1503.0	0.6702585268546954	0.6616569860362246	0.6457355776686178
1508.0	0.6704523829746449	0.6618483543678628	0.6457450978830067
1512.0	0.6707807771272201	0.6621725341828432	0.6457527146238503
1516.0	0.6704565236113922	0.6618524418671197	0.6457603318707312
1520.0	0.6714565286447396	0.6628396136670678	0.6457679496236162
1525.0	0.6697703100951458	0.6611750346447639	0.6457774725262395
1529.0	0.6711282295161709	0.6625155276566347	0.6457850914175117
1533.0	0.6722961386485622	0.6636684488139805	0.6457927108146796
1537.0	0.6714512117694085	0.6628343650240953	0.6458003307177099
1541.0	0.6719821017320555	0.6633584419862345	0.6458079511265694
1546.0	0.6721049542752553	0.6634797179420092	0.6458174773489153
1550.0	0.672498762041414	0.6638684719066279	0.6458250988957688
1554.0	0.6717859674351985	0.6631648247139176	0.6458327209483431
1558.0	0.6724930875491282	0.6638628702360595	0.6458403435066051
1563.0	0.6721211648368808	0.663495720470761	0.6458498724155053
1567.0	0.6697559039823773	0.6611608134080724	0.6458574961114428
1571.0	0.6718111662698902	0.6631897001677101	0.6458651203129598
1575.0	0.6722848641361452	0.6636573189892846	0.6458727450200231
1579.0	0.6714589409627933	0.6628419950274368	0.6458803702325993
1584.0	0.6716243602277245	0.6630052914390174	0.6458899024591461
1588.0	0.6716368879172023	0.6630176583585413	0.6458975288090044
1592.0	0.6702585268546954	0.6616569860362246	0.6459051556642673
1596.0	0.6714679512369912	0.6628508896712648	0.6459127830249017
1601.0	0.671804001133296	0.6631826269825233	0.6459223179363225
1605.0	0.6707927537886462	0.6621843571457515	0.6459299464339207
1609.0	0.6716334350217039	0.6630142497746337	0.645937575436782
1613.0	0.6728404593009145	0.6642057841075169	0.6459452049448733
1617.0	0.6718074601337776	0.6631860415930677	0.645952834958161
1622.0	0.6716314622806294	0.6630123023500785	0.6459623731851527
1626.0	0.6723238586525895	0.6636958130825168	0.6459700043350111
1630.0	0.6709475120969728	0.6623371294145832	0.6459776359899578
1634.0	0.6707732009292613	0.6621650552115117	0.6459852681499596
1638.0	0.6716395022694996	0.6630202391604143	0.6459929008149832
1643.0	0.6719829432568076	0.6633592727115575	0.6460024423563988
1647.0	0.6714723826146383	0.6628552641802945	0.6460100761575996
1651.0	0.6717891785519896	0.6631679946219049	0.6460177104637139
1655.0	0.6711326941053812	0.662519934951018	0.6460253452747087
1660.0	0.671979824582877	0.6633561940600958	0.6460348894983892
1664.0	0.670456085151045	0.6618520090336082	0.6460425254452428
1668.0	0.6714721363725857	0.6628550210983079	0.6460501618968684
1672.0	0.671792143087032	0.6631709211125686	0.6460577988532328
1676.0	0.6721541892702589	0.6635283210960109	0.6460654363143026
1681.0	0.6730050233054499	0.6643682362344027	0.6460749838503312
1685.0	0.6697836547396037	0.6611882080351468	0.6460826224468667
1689.0	0.6719630439131379	0.6633396287395241	0.6460902615479993
1693.0	0.672843406881384	0.6642086938611886	0.646097901153696
1697.0	0.6724829342233534	0.6638528472096282	0.6461055412639234
1702.0	0.6729817032944538	0.6643452154930444	0.646115092111153
1706.0	0.6730132317538846	0.664376339342433	0.6461227333564528
1710.0	0.6719683402170631	0.6633448570750871	0.6461303751061748
1714.0	0.6723263926132859	0.6636983145244678	0.6461380173602861
1719.0	0.6719729435492354	0.6633494013319206	0.6461475708871718
1723.0	0.6701026287948935	0.6615030886425405	0.646155214276037
1727.0	0.6699473847929767	0.6613498369131063	0.6461628581691831
1731.0	0.6701184979403934	0.6615187541366174	0.6461705025665769
1736.0	0.669939876602939	0.6613424250769389	0.6461800587723667
1740.0	0.6719657663609269	0.6633423162496811	0.646187704304196
1744.0	0.6721173968453513	0.6634920008345029	0.646195350340165
1748.0	0.6721342047358121	0.663508593026468	0.6462029968802399
1752.0	0.6733494023717412	0.6647081958260033	0.6462106439243878
1757.0	0.6702704366266516	0.6616687429680669	0.6462202034383744
1761.0	0.6711086067759879	0.6624961567383889	0.6462278516165644
1765.0	0.6707882562127452	0.6621799172880012	0.6462355002987191
1769.0	0.6719749732653781	0.6633514050003734	0.6462431494848052
1774.0	0.6714539686313401	0.6628370865067524	0.6462527116760156
1778.0	0.6718111662698902	0.6631897001677101	0.6462603619958257
1782.0	0.672147990208714	0.6635222015880692	0.6462680128194588
1786.0	0.670441180460557	0.6618372956175292	0.6462756641468818
1790.0	0.6699509697346002	0.6613533758485689	0.6462833159780613
1795.0	0.6728391603435284	0.6642045018198701	0.6462928814753927
1799.0	0.6714610581991565	0.6628440850929482	0.6463005344399028
1803.0	0.6704536008464856	0.6618495566105486	0.6463081879080613
1807.0	0.6711214591716725	0.6625088441971102	0.6463158418798348
1811.0	0.6719657663609269	0.6633423162496811	0.6463234963551902
1816.0	0.6724745236131184	0.6638445445341742	0.6463330651574954
1820.0	0.6700871992784414	0.6614878571356777	0.6463407207657881
1824.0	0.671458990290148	0.6628420437217651	0.6463483768775541
1828.0	0.6704411317336962	0.6618372475159885	0.6463560334927606
1833.0	0.672147990208714	0.6635222015880692	0.6463656049696808
1837.0	0.6711115499072093	0.6624990620999106	0.6463732627175061
1841.0	0.6719600247797644	0.6633366483511989	0.6463809209686634
1845.0	0.6714691822207897	0.6628521048576405	0.6463885797231195
1849.0	0.6718119568226939	0.6631904805752161	0.6463962389808412
1854.0	0.6716395022694996	0.6630202391604143	0.6464058137606594
1858.0	0.671291106536728	0.6626763144488924	0.6464134741506067
1862.0	0.6719499781113427	0.663326730613369	0.6464211350437111
